id,sentiment
32102,neutral
4160,neutral
33865,neutral
25794,neutral
31785,neutral
10930,neutral
17455,neutral
17250,neutral
27783,neutral
8087,neutral
12586,neutral
4974,neutral
21862,neutral
8206,neutral
3861,neutral
505,neutral
25495,neutral
15884,neutral
27780,neutral
36400,neutral
8350,neutral
15931,neutral
19857,neutral
6324,neutral
30095,neutral
15711,neutral
19802,neutral
9263,neutral
12859,neutral
37161,neutral
36485,neutral
5946,neutral
2496,neutral
11591,neutral
23588,neutral
32098,neutral
9591,neutral
27813,neutral
38653,neutral
29869,neutral
22565,neutral
13396,neutral
7112,neutral
25687,neutral
322,neutral
14168,neutral
38242,neutral
30312,neutral
22175,neutral
34416,neutral
16036,neutral
32709,neutral
27881,neutral
15124,neutral
28171,neutral
33479,neutral
29138,neutral
621,neutral
20640,neutral
29050,neutral
4740,neutral
18180,neutral
18266,neutral
30290,neutral
35597,neutral
21693,neutral
29386,neutral
3018,neutral
30433,neutral
18113,neutral
9163,neutral
38469,neutral
33389,neutral
509,neutral
35273,neutral
12033,neutral
34300,neutral
17503,neutral
31903,neutral
29000,neutral
39190,neutral
26509,neutral
37267,neutral
25802,neutral
23344,neutral
36157,neutral
33179,neutral
37526,neutral
32614,neutral
6482,neutral
7672,neutral
22046,neutral
38024,neutral
23733,neutral
16145,neutral
34115,neutral
29787,neutral
18422,neutral
20737,neutral
3220,neutral
25956,neutral
2772,neutral
19922,neutral
748,neutral
37705,neutral
39413,neutral
377,neutral
33883,neutral
24780,neutral
39538,neutral
34270,neutral
39707,neutral
30470,neutral
9708,neutral
26677,neutral
38630,neutral
24128,neutral
25449,neutral
7212,neutral
35333,neutral
17362,neutral
20604,neutral
14741,neutral
18370,neutral
32866,neutral
27271,neutral
31693,neutral
180,neutral
1616,neutral
5567,neutral
18941,neutral
22938,neutral
20109,neutral
39918,neutral
11206,neutral
21457,neutral
21268,neutral
31874,neutral
21018,neutral
22739,neutral
31357,neutral
36791,neutral
8304,neutral
35781,neutral
6186,neutral
29642,neutral
39173,neutral
9284,neutral
18735,neutral
21421,neutral
15897,neutral
32221,neutral
6146,neutral
13754,neutral
38700,neutral
13033,neutral
2531,neutral
14763,neutral
17324,neutral
17075,neutral
30066,neutral
14575,neutral
7237,neutral
37113,neutral
11121,neutral
20394,neutral
8993,neutral
3290,neutral
1346,neutral
1179,neutral
22210,neutral
39133,neutral
36066,neutral
36255,neutral
38371,neutral
33545,neutral
12230,neutral
28160,neutral
39788,neutral
6246,neutral
37369,neutral
19243,neutral
34439,neutral
32569,neutral
39224,neutral
21594,neutral
35269,neutral
30657,neutral
4556,neutral
8040,neutral
19647,neutral
32705,neutral
8140,neutral
38159,neutral
29370,neutral
501,neutral
8904,neutral
31961,neutral
2893,neutral
9270,neutral
12051,neutral
26439,neutral
36550,neutral
28203,neutral
33383,neutral
8274,neutral
34505,neutral
33748,neutral
14053,neutral
33814,neutral
19316,neutral
1332,neutral
4032,neutral
3243,neutral
10700,neutral
278,neutral
18045,neutral
34048,neutral
25994,neutral
4504,neutral
10092,neutral
374,neutral
30458,neutral
2087,neutral
37781,neutral
10901,neutral
38276,neutral
26011,neutral
3418,neutral
12249,neutral
3593,neutral
37511,neutral
38598,neutral
15965,neutral
14872,neutral
3931,neutral
16587,neutral
17995,neutral
8570,neutral
20481,neutral
24825,neutral
16776,neutral
6936,neutral
35836,neutral
31623,neutral
38682,neutral
23399,neutral
19261,neutral
37575,neutral
10968,neutral
3502,neutral
21558,neutral
2269,neutral
20485,neutral
14124,neutral
3460,neutral
4962,neutral
14452,neutral
396,neutral
9172,neutral
23367,neutral
2322,neutral
35721,neutral
24200,neutral
3193,neutral
19837,neutral
19210,neutral
10477,neutral
31573,neutral
20503,neutral
11222,neutral
15751,neutral
28749,neutral
16341,neutral
17919,neutral
25672,neutral
11237,neutral
33934,neutral
32398,neutral
21992,neutral
17431,neutral
31735,neutral
33960,neutral
9761,neutral
36821,neutral
8354,neutral
21283,neutral
16615,neutral
38864,neutral
34031,neutral
29333,neutral
22352,neutral
12372,neutral
22110,neutral
30292,neutral
18291,neutral
7616,neutral
3049,neutral
36617,neutral
475,neutral
21176,neutral
23022,neutral
35533,neutral
34882,neutral
928,neutral
12484,neutral
32190,neutral
37872,neutral
19687,neutral
7886,neutral
19732,neutral
9559,neutral
30870,neutral
34339,neutral
16851,neutral
5780,neutral
36430,neutral
24180,neutral
457,neutral
18859,neutral
5233,neutral
5286,neutral
21895,neutral
21461,neutral
13299,neutral
19354,neutral
28431,neutral
31175,neutral
1219,neutral
28987,neutral
17720,neutral
23258,neutral
23994,neutral
31975,neutral
28601,neutral
36054,neutral
28317,neutral
30229,neutral
23950,neutral
2290,neutral
33081,neutral
31595,neutral
33049,neutral
34408,neutral
16421,neutral
4815,neutral
29112,neutral
12477,neutral
4,neutral
23923,neutral
8961,neutral
16841,neutral
1668,neutral
21794,neutral
35380,neutral
36473,neutral
26824,neutral
6887,neutral
30944,neutral
30376,neutral
39612,neutral
4201,neutral
5961,neutral
31512,neutral
8049,neutral
2645,neutral
33807,neutral
30244,neutral
1000,neutral
8021,neutral
14756,neutral
28616,neutral
772,neutral
28585,neutral
14917,neutral
20490,neutral
33988,neutral
12214,neutral
18670,neutral
7969,neutral
27548,neutral
32422,neutral
277,neutral
18137,neutral
32447,neutral
25642,neutral
11858,neutral
29686,neutral
2279,neutral
1912,neutral
9523,neutral
7336,neutral
20418,neutral
36591,neutral
32974,neutral
19704,neutral
33252,neutral
37319,neutral
5045,neutral
24056,neutral
34756,neutral
13468,neutral
35872,neutral
26428,neutral
31754,neutral
2980,neutral
1146,neutral
22252,neutral
24075,neutral
20214,neutral
25858,neutral
37862,neutral
14696,neutral
35354,neutral
32958,neutral
12950,neutral
261,neutral
22522,neutral
14483,neutral
9606,neutral
29435,neutral
8528,neutral
8568,neutral
20970,neutral
17367,neutral
26971,neutral
7989,neutral
18119,neutral
5001,neutral
34241,neutral
26629,neutral
25980,neutral
1427,neutral
4990,neutral
39360,neutral
35455,neutral
23082,neutral
35456,neutral
2464,neutral
37985,neutral
20755,neutral
27816,neutral
17953,neutral
18837,neutral
1801,neutral
23032,neutral
39272,neutral
39551,neutral
20416,neutral
14224,neutral
34940,neutral
6969,neutral
33128,neutral
1285,neutral
30778,neutral
21941,neutral
1901,neutral
29233,neutral
31850,neutral
1416,neutral
33443,neutral
23006,neutral
3715,neutral
7745,neutral
8124,neutral
7625,neutral
566,neutral
20305,neutral
12172,neutral
17466,neutral
13199,neutral
19242,neutral
21422,neutral
22121,neutral
20989,neutral
7462,neutral
11699,neutral
14085,neutral
29228,neutral
5223,neutral
6756,neutral
21459,neutral
11783,neutral
13082,neutral
12962,neutral
26890,neutral
15165,neutral
17213,neutral
18685,neutral
7653,neutral
22719,neutral
1052,neutral
26052,neutral
17626,neutral
32396,neutral
31386,neutral
21161,neutral
29954,neutral
26330,neutral
4029,neutral
1012,neutral
15714,neutral
7231,neutral
8889,neutral
1109,neutral
38631,neutral
15726,neutral
1107,neutral
38397,neutral
1133,neutral
25877,neutral
4824,neutral
28509,neutral
15170,neutral
16079,neutral
3230,neutral
17728,neutral
13793,neutral
29273,neutral
31368,neutral
9330,neutral
35537,neutral
25336,neutral
15922,neutral
24266,neutral
3855,neutral
26045,neutral
20747,neutral
9568,neutral
38005,neutral
1491,neutral
15236,neutral
10192,neutral
13680,neutral
21944,neutral
10718,neutral
10877,neutral
30365,neutral
25030,neutral
16100,neutral
32927,neutral
25175,neutral
7609,neutral
10491,neutral
4237,neutral
30903,neutral
3643,neutral
10036,neutral
22846,neutral
32592,neutral
29584,neutral
2767,neutral
13192,neutral
28156,neutral
37397,neutral
29729,neutral
1090,neutral
20364,neutral
34859,neutral
32126,neutral
27943,neutral
13108,neutral
35632,neutral
31188,neutral
14095,neutral
1048,neutral
39617,neutral
31479,neutral
17041,neutral
13172,neutral
22087,neutral
34877,neutral
13424,neutral
12156,neutral
32777,neutral
19855,neutral
9932,neutral
29330,neutral
2743,neutral
16125,neutral
842,neutral
7778,neutral
21278,neutral
28703,neutral
35496,neutral
39170,neutral
11335,neutral
33322,neutral
10955,neutral
25369,neutral
35217,neutral
38198,neutral
20071,neutral
21860,neutral
33406,neutral
20853,neutral
573,neutral
14927,neutral
1465,neutral
884,neutral
15894,neutral
25133,neutral
29597,neutral
13544,neutral
2029,neutral
35759,neutral
13150,neutral
16866,neutral
28358,neutral
17083,neutral
31741,neutral
5536,neutral
34449,neutral
15125,neutral
29474,neutral
25986,neutral
28556,neutral
3835,neutral
23886,neutral
17698,neutral
11764,neutral
38969,neutral
15232,neutral
38437,neutral
39778,neutral
17287,neutral
31745,neutral
37066,neutral
19863,neutral
16026,neutral
17931,neutral
31447,neutral
36414,neutral
37383,neutral
19828,neutral
33821,neutral
16178,neutral
36352,neutral
3356,neutral
32271,neutral
1108,neutral
29323,neutral
19412,neutral
26093,neutral
25151,neutral
6809,neutral
19470,neutral
6418,neutral
38695,neutral
13685,neutral
18661,neutral
31277,neutral
23208,neutral
22688,neutral
37514,neutral
14280,neutral
5159,neutral
5757,neutral
441,neutral
3886,neutral
33560,neutral
9561,neutral
28922,neutral
7168,neutral
11376,neutral
491,neutral
4884,neutral
28055,neutral
29834,neutral
38134,neutral
18317,neutral
4689,neutral
31978,neutral
36443,neutral
16420,neutral
1339,neutral
11444,neutral
8439,neutral
17877,neutral
21521,neutral
27854,neutral
15656,neutral
1441,neutral
15306,neutral
11931,neutral
25543,neutral
11072,neutral
34490,neutral
22417,neutral
36950,neutral
24164,neutral
33602,neutral
23789,neutral
4726,neutral
4308,neutral
31529,neutral
38368,neutral
38380,neutral
24844,neutral
34442,neutral
33370,neutral
23222,neutral
14145,neutral
20552,neutral
15118,neutral
26701,neutral
5395,neutral
5382,neutral
11448,neutral
2232,neutral
17386,neutral
22355,neutral
17122,neutral
30566,neutral
20813,neutral
10812,neutral
29751,neutral
17089,neutral
29678,neutral
36089,neutral
32309,neutral
20537,neutral
26406,neutral
26363,neutral
29920,neutral
13469,neutral
6480,neutral
3150,neutral
34893,neutral
9658,neutral
3095,neutral
27505,neutral
22037,neutral
8615,neutral
10062,neutral
861,neutral
17126,neutral
24012,neutral
35059,neutral
23213,neutral
35313,neutral
7840,neutral
23102,neutral
6730,neutral
12348,neutral
8388,neutral
268,neutral
2935,neutral
15211,neutral
37523,neutral
12918,neutral
36325,neutral
3115,neutral
25803,neutral
10949,neutral
28628,neutral
1553,neutral
16921,neutral
3737,neutral
4890,neutral
13702,neutral
27795,neutral
11430,neutral
10850,neutral
5523,neutral
8925,neutral
1423,neutral
27269,neutral
52,neutral
9918,neutral
1846,neutral
11797,neutral
274,neutral
38718,neutral
30521,neutral
34195,neutral
5262,neutral
28617,neutral
16028,neutral
34282,neutral
20204,neutral
33540,neutral
5640,neutral
39286,neutral
32910,neutral
6062,neutral
22561,neutral
15718,neutral
26889,neutral
39266,neutral
5883,neutral
23330,neutral
15483,neutral
25647,neutral
5960,neutral
2081,neutral
36150,neutral
24867,neutral
7753,neutral
24598,neutral
37439,neutral
24786,neutral
11327,neutral
3852,neutral
30235,neutral
22513,neutral
5533,neutral
35776,neutral
33211,neutral
38913,neutral
39205,neutral
13287,neutral
30108,neutral
21626,neutral
23263,neutral
16817,neutral
19737,neutral
37871,neutral
20788,neutral
32746,neutral
13984,neutral
2348,neutral
32405,neutral
6904,neutral
38587,neutral
13653,neutral
5857,neutral
29614,neutral
11605,neutral
8480,neutral
30180,neutral
14898,neutral
38715,neutral
28587,neutral
2532,neutral
13604,neutral
18128,neutral
37499,neutral
28416,neutral
3242,neutral
18306,neutral
1396,neutral
18974,neutral
5466,neutral
28629,neutral
23,neutral
3028,neutral
8357,neutral
940,neutral
20840,neutral
19573,neutral
28275,neutral
20186,neutral
4034,neutral
2863,neutral
26361,neutral
1188,neutral
36519,neutral
6233,neutral
8403,neutral
28883,neutral
5288,neutral
21530,neutral
39014,neutral
15750,neutral
35556,neutral
3388,neutral
1788,neutral
7134,neutral
39542,neutral
23807,neutral
4729,neutral
3154,neutral
1623,neutral
33774,neutral
39023,neutral
13174,neutral
17631,neutral
22581,neutral
1512,neutral
17962,neutral
11011,neutral
21010,neutral
12042,neutral
29976,neutral
22179,neutral
30222,neutral
28240,neutral
14827,neutral
12418,neutral
29502,neutral
27915,neutral
2826,neutral
11947,neutral
16349,neutral
14874,neutral
8406,neutral
5179,neutral
27866,neutral
308,neutral
8552,neutral
2247,neutral
5377,neutral
8132,neutral
12994,neutral
8537,neutral
3635,neutral
28088,neutral
18035,neutral
32597,neutral
11798,neutral
37212,neutral
4519,neutral
19090,neutral
20430,neutral
22329,neutral
21079,neutral
5847,neutral
13099,neutral
2138,neutral
30104,neutral
6650,neutral
38335,neutral
29652,neutral
29737,neutral
1570,neutral
6747,neutral
26501,neutral
7294,neutral
12832,neutral
3929,neutral
21656,neutral
24590,neutral
34147,neutral
8375,neutral
37309,neutral
20227,neutral
37970,neutral
16051,neutral
15590,neutral
23349,neutral
28186,neutral
17298,neutral
2273,neutral
16398,neutral
12085,neutral
20361,neutral
14183,neutral
35255,neutral
38334,neutral
27372,neutral
14784,neutral
8341,neutral
18424,neutral
2527,neutral
29797,neutral
35647,neutral
9403,neutral
5195,neutral
29947,neutral
19062,neutral
22370,neutral
39005,neutral
7981,neutral
30993,neutral
21439,neutral
8122,neutral
25061,neutral
7678,neutral
16902,neutral
2323,neutral
6465,neutral
27305,neutral
35673,neutral
35614,neutral
1113,neutral
7409,neutral
37094,neutral
9687,neutral
27484,neutral
18654,neutral
25430,neutral
33668,neutral
23858,neutral
3488,neutral
21476,neutral
1576,neutral
34499,neutral
32542,neutral
18396,neutral
1603,neutral
23536,neutral
21724,neutral
38188,neutral
585,neutral
18842,neutral
8647,neutral
32692,neutral
29653,neutral
21790,neutral
15421,neutral
13648,neutral
31527,neutral
17227,neutral
25587,neutral
8331,neutral
4199,neutral
5687,neutral
39892,neutral
27234,neutral
22643,neutral
20158,neutral
25272,neutral
12104,neutral
17911,neutral
35163,neutral
7915,neutral
25501,neutral
15740,neutral
35709,neutral
32867,neutral
14290,neutral
2360,neutral
31771,neutral
35166,neutral
38944,neutral
15709,neutral
5226,neutral
5916,neutral
5018,neutral
36594,neutral
4738,neutral
8560,neutral
30389,neutral
35022,neutral
13561,neutral
3416,neutral
12821,neutral
30597,neutral
6136,neutral
480,neutral
25748,neutral
2135,neutral
34473,neutral
17050,neutral
1165,neutral
12990,neutral
27841,neutral
15071,neutral
39710,neutral
7411,neutral
21578,neutral
9287,neutral
6048,neutral
4384,neutral
37312,neutral
22655,neutral
18938,neutral
25276,neutral
1819,neutral
21208,neutral
27308,neutral
27758,neutral
10500,neutral
31193,neutral
1807,neutral
8194,neutral
29930,neutral
10539,neutral
30127,neutral
3568,neutral
24804,neutral
39396,neutral
14583,neutral
3885,neutral
16551,neutral
33356,neutral
34167,neutral
19471,neutral
5011,neutral
39429,neutral
10676,neutral
342,neutral
20807,neutral
7474,neutral
38655,neutral
5114,neutral
18237,neutral
7024,neutral
15135,neutral
30955,neutral
15011,neutral
25264,neutral
36449,neutral
5321,neutral
7920,neutral
32799,neutral
9441,neutral
21430,neutral
19577,neutral
39607,neutral
5598,neutral
29040,neutral
7555,neutral
1590,neutral
39303,neutral
5874,neutral
19635,neutral
37580,neutral
24965,neutral
33345,neutral
4530,neutral
24893,neutral
7589,neutral
1240,neutral
25922,neutral
34284,neutral
31977,neutral
37535,neutral
23068,neutral
19559,neutral
21601,neutral
39760,neutral
9281,neutral
3628,neutral
29870,neutral
24619,neutral
16269,neutral
7401,neutral
21963,neutral
11863,neutral
9378,neutral
35399,neutral
39018,neutral
33182,neutral
33233,neutral
30804,neutral
26830,neutral
24992,neutral
20905,neutral
4165,neutral
5227,neutral
16812,neutral
35730,neutral
2237,neutral
24613,neutral
39117,neutral
18618,neutral
15614,neutral
34734,neutral
11625,neutral
26642,neutral
6528,neutral
6994,neutral
26615,neutral
8561,neutral
17914,neutral
14644,neutral
4639,neutral
37736,neutral
39418,neutral
17828,neutral
38520,neutral
13095,neutral
26103,neutral
1253,neutral
21791,neutral
430,neutral
13857,neutral
31651,neutral
14442,neutral
39040,neutral
37903,neutral
34952,neutral
24166,neutral
7811,neutral
24868,neutral
28857,neutral
38076,neutral
38853,neutral
75,neutral
8358,neutral
6753,neutral
14131,neutral
22594,neutral
4009,neutral
22349,neutral
12272,neutral
6271,neutral
11710,neutral
37415,neutral
10171,neutral
708,neutral
14833,neutral
14273,neutral
8504,neutral
35280,neutral
35424,neutral
4455,neutral
7911,neutral
9366,neutral
30293,neutral
35413,neutral
32570,neutral
17734,neutral
35054,neutral
31859,neutral
39711,neutral
32881,neutral
10853,neutral
11841,neutral
34863,neutral
38852,neutral
22475,neutral
13573,neutral
5821,neutral
16847,neutral
8844,neutral
1412,neutral
725,neutral
7468,neutral
31102,neutral
25898,neutral
6978,neutral
2185,neutral
8239,neutral
21037,neutral
15854,neutral
6165,neutral
37528,neutral
4291,neutral
7557,neutral
776,neutral
21588,neutral
24096,neutral
37343,neutral
1,neutral
1876,neutral
7119,neutral
29230,neutral
8613,neutral
32158,neutral
24283,neutral
24960,neutral
6633,neutral
36758,neutral
14983,neutral
26815,neutral
9183,neutral
37052,neutral
4932,neutral
61,neutral
32091,neutral
24984,neutral
38294,neutral
39903,neutral
35935,neutral
20177,neutral
39084,neutral
22234,neutral
6682,neutral
38716,neutral
36438,neutral
33716,neutral
15998,neutral
18401,neutral
27245,neutral
36521,neutral
12556,neutral
37631,neutral
26662,neutral
36903,neutral
12854,neutral
30507,neutral
24956,neutral
17132,neutral
8156,neutral
24341,neutral
7448,neutral
2952,neutral
15013,neutral
12642,neutral
3113,neutral
3375,neutral
15220,neutral
10324,neutral
6551,neutral
33699,neutral
438,neutral
14335,neutral
564,neutral
10593,neutral
6912,neutral
39635,neutral
32469,neutral
30269,neutral
38501,neutral
39943,neutral
24888,neutral
13151,neutral
14731,neutral
25290,neutral
35023,neutral
31281,neutral
12570,neutral
34234,neutral
2525,neutral
21130,neutral
35266,neutral
35463,neutral
4351,neutral
27170,neutral
9285,neutral
3419,neutral
9073,neutral
24076,neutral
5553,neutral
29002,neutral
22635,neutral
37478,neutral
27313,neutral
38458,neutral
16332,neutral
9682,neutral
35300,neutral
30456,neutral
20730,neutral
26316,neutral
19165,neutral
5795,neutral
911,neutral
3604,neutral
10575,neutral
20368,neutral
35491,neutral
4421,neutral
35761,neutral
5102,neutral
34596,neutral
29156,neutral
29021,neutral
29854,neutral
23422,neutral
5354,neutral
26566,neutral
24065,neutral
251,neutral
25325,neutral
29303,neutral
23556,neutral
25930,neutral
30964,neutral
14221,neutral
14971,neutral
1045,neutral
25535,neutral
18673,neutral
1704,neutral
31141,neutral
8091,neutral
30479,neutral
12792,neutral
28697,neutral
681,neutral
35779,neutral
38743,neutral
38656,neutral
4157,neutral
3942,neutral
23896,neutral
14544,neutral
32497,neutral
20196,neutral
10999,neutral
38724,neutral
354,neutral
5211,neutral
22730,neutral
24646,neutral
16596,neutral
25240,neutral
5388,neutral
2561,neutral
18841,neutral
38658,neutral
39670,neutral
13205,neutral
11243,neutral
5325,neutral
7497,neutral
34543,neutral
21707,neutral
6496,neutral
7932,neutral
35429,neutral
2229,neutral
11904,neutral
5853,neutral
8305,neutral
31146,neutral
25604,neutral
38149,neutral
5762,neutral
24721,neutral
86,neutral
17031,neutral
21073,neutral
8786,neutral
11583,neutral
11601,neutral
29355,neutral
34330,neutral
12689,neutral
11045,neutral
31191,neutral
29427,neutral
6882,neutral
37981,neutral
36033,neutral
29665,neutral
16889,neutral
11355,neutral
33542,neutral
24308,neutral
5638,neutral
13581,neutral
11499,neutral
19578,neutral
3922,neutral
31661,neutral
11807,neutral
20949,neutral
36832,neutral
8929,neutral
19415,neutral
32474,neutral
31130,neutral
39687,neutral
20904,neutral
36724,neutral
19889,neutral
3519,neutral
27859,neutral
22298,neutral
304,neutral
27511,neutral
13549,neutral
37386,neutral
27487,neutral
22702,neutral
10359,neutral
7594,neutral
39212,neutral
28331,neutral
15189,neutral
35409,neutral
3063,neutral
30172,neutral
2115,neutral
10065,neutral
9035,neutral
7289,neutral
39370,neutral
23787,neutral
248,neutral
30714,neutral
5488,neutral
22892,neutral
14848,neutral
10496,neutral
13363,neutral
21967,neutral
30514,neutral
3836,neutral
13738,neutral
39672,neutral
37089,neutral
21026,neutral
20160,neutral
34901,neutral
32047,neutral
38509,neutral
21369,neutral
8760,neutral
32004,neutral
37175,neutral
27903,neutral
7563,neutral
12515,neutral
29043,neutral
18195,neutral
36115,neutral
12240,neutral
22726,neutral
29695,neutral
11449,neutral
800,neutral
21333,neutral
15621,neutral
16221,neutral
8223,neutral
20882,neutral
8363,neutral
28668,neutral
12908,neutral
39797,neutral
28818,neutral
30915,neutral
33823,neutral
30713,neutral
24748,neutral
27735,neutral
9736,neutral
32361,neutral
29824,neutral
6911,neutral
12044,neutral
26076,neutral
11342,neutral
31681,neutral
4615,neutral
10484,neutral
10045,neutral
6065,neutral
12286,neutral
21245,neutral
9598,neutral
1864,neutral
25971,neutral
19135,neutral
22839,neutral
32863,neutral
23917,neutral
33329,neutral
38302,neutral
6293,neutral
6870,neutral
18871,neutral
36366,neutral
83,neutral
979,neutral
8394,neutral
36722,neutral
14524,neutral
29170,neutral
31959,neutral
1599,neutral
14914,neutral
20474,neutral
2295,neutral
37036,neutral
8293,neutral
23746,neutral
39416,neutral
12496,neutral
14653,neutral
6631,neutral
28473,neutral
22023,neutral
33166,neutral
3640,neutral
27029,neutral
24551,neutral
28212,neutral
19592,neutral
27720,neutral
15910,neutral
36084,neutral
4949,neutral
3106,neutral
35392,neutral
17644,neutral
36687,neutral
18501,neutral
8725,neutral
15747,neutral
13883,neutral
21290,neutral
38611,neutral
11484,neutral
3619,neutral
35242,neutral
11247,neutral
13064,neutral
21396,neutral
39928,neutral
38264,neutral
1282,neutral
20623,neutral
28050,neutral
9831,neutral
7579,neutral
29814,neutral
18956,neutral
30704,neutral
10781,neutral
12168,neutral
6197,neutral
34096,neutral
36626,neutral
33506,neutral
31504,neutral
17943,neutral
37143,neutral
15041,neutral
28845,neutral
23690,neutral
5401,neutral
15020,neutral
36866,neutral
33624,neutral
9506,neutral
20868,neutral
11238,neutral
25157,neutral
27419,neutral
32451,neutral
22768,neutral
35061,neutral
2791,neutral
37949,neutral
16511,neutral
19998,neutral
11014,neutral
36970,neutral
33670,neutral
12640,neutral
15108,neutral
31589,neutral
9448,neutral
14773,neutral
17305,neutral
5030,neutral
609,neutral
330,neutral
35669,neutral
36565,neutral
13302,neutral
22788,neutral
17411,neutral
16674,neutral
29714,neutral
2649,neutral
18736,neutral
25090,neutral
25093,neutral
7613,neutral
35115,neutral
26100,neutral
27822,neutral
25808,neutral
2692,neutral
316,neutral
21338,neutral
37520,neutral
3581,neutral
11189,neutral
5201,neutral
14723,neutral
7892,neutral
30827,neutral
8723,neutral
34626,neutral
34846,neutral
16468,neutral
29612,neutral
30751,neutral
20419,neutral
1243,neutral
33169,neutral
33223,neutral
21185,neutral
18127,neutral
24510,neutral
29951,neutral
985,neutral
39158,neutral
5386,neutral
17141,neutral
1430,neutral
22716,neutral
26227,neutral
21936,neutral
28665,neutral
6206,neutral
36889,neutral
7845,neutral
33393,neutral
709,neutral
18238,neutral
11609,neutral
14940,neutral
7743,neutral
21221,neutral
17202,neutral
341,neutral
3056,neutral
27224,neutral
18499,neutral
5987,neutral
35422,neutral
28360,neutral
10565,neutral
25621,neutral
19092,neutral
4548,neutral
34987,neutral
30385,neutral
1594,neutral
22983,neutral
30602,neutral
26360,neutral
26978,neutral
21272,neutral
33403,neutral
13800,neutral
37429,neutral
16416,neutral
37603,neutral
13475,neutral
39207,neutral
12133,neutral
19712,neutral
23193,neutral
5662,neutral
6340,neutral
7800,neutral
14876,neutral
16912,neutral
8161,neutral
21593,neutral
34117,neutral
35910,neutral
17766,neutral
26735,neutral
7250,neutral
24670,neutral
1638,neutral
18145,neutral
14243,neutral
28867,neutral
11757,neutral
9419,neutral
5715,neutral
18925,neutral
843,neutral
20699,neutral
38417,neutral
26356,neutral
28779,neutral
33955,neutral
20244,neutral
4903,neutral
34910,neutral
16599,neutral
7980,neutral
36702,neutral
1549,neutral
9842,neutral
35734,neutral
14443,neutral
24586,neutral
1703,neutral
24273,neutral
2245,neutral
25585,neutral
19161,neutral
3441,neutral
9648,neutral
36382,neutral
39533,neutral
27732,neutral
20512,neutral
2865,neutral
4550,neutral
11843,neutral
10696,neutral
6793,neutral
35697,neutral
3566,neutral
1078,neutral
33958,neutral
39077,neutral
37277,neutral
39843,neutral
33299,neutral
21921,neutral
36537,neutral
28504,neutral
31284,neutral
13972,neutral
20628,neutral
13244,neutral
29925,neutral
24664,neutral
18470,neutral
9165,neutral
6612,neutral
11181,neutral
2189,neutral
22599,neutral
35938,neutral
8745,neutral
19032,neutral
16703,neutral
7402,neutral
32874,neutral
16552,neutral
23719,neutral
30868,neutral
37746,neutral
14794,neutral
36515,neutral
2277,neutral
27929,neutral
25878,neutral
25228,neutral
13608,neutral
1888,neutral
516,neutral
19766,neutral
8374,neutral
23717,neutral
4093,neutral
2650,neutral
28984,neutral
35287,neutral
38825,neutral
33341,neutral
21258,neutral
15375,neutral
14073,neutral
5292,neutral
33385,neutral
14592,neutral
34156,neutral
11347,neutral
23266,neutral
14686,neutral
1418,neutral
9056,neutral
27164,neutral
6282,neutral
29659,neutral
36365,neutral
20296,neutral
22281,neutral
14083,neutral
18121,neutral
29286,neutral
31815,neutral
25262,neutral
35706,neutral
2207,neutral
2554,neutral
12969,neutral
39951,neutral
11900,neutral
35391,neutral
12662,neutral
6847,neutral
7324,neutral
24506,neutral
18368,neutral
33932,neutral
24585,neutral
10465,neutral
20136,neutral
13098,neutral
34308,neutral
27685,neutral
8840,neutral
36769,neutral
12790,neutral
39698,neutral
6915,neutral
19306,neutral
27437,neutral
29807,neutral
4580,neutral
14360,neutral
2342,neutral
37509,neutral
6802,neutral
36912,neutral
8932,neutral
17135,neutral
14151,neutral
6483,neutral
27634,neutral
7162,neutral
13094,neutral
23815,neutral
11834,neutral
15024,neutral
11594,neutral
39330,neutral
2949,neutral
19057,neutral
29470,neutral
23157,neutral
3693,neutral
12865,neutral
33764,neutral
15238,neutral
37009,neutral
22741,neutral
21418,neutral
6399,neutral
23353,neutral
2672,neutral
29440,neutral
5751,neutral
37448,neutral
6149,neutral
24177,neutral
11069,neutral
29607,neutral
39608,neutral
312,neutral
21995,neutral
16135,neutral
13208,neutral
31640,neutral
3780,neutral
12481,neutral
26341,neutral
24225,neutral
17433,neutral
14815,neutral
35241,neutral
5959,neutral
25148,neutral
15943,neutral
33940,neutral
20708,neutral
30577,neutral
32989,neutral
33558,neutral
31071,neutral
29042,neutral
27138,neutral
37994,neutral
18267,neutral
34830,neutral
35700,neutral
15933,neutral
20275,neutral
15016,neutral
4955,neutral
37214,neutral
9273,neutral
36652,neutral
831,neutral
1850,neutral
26868,neutral
17511,neutral
25684,neutral
25764,neutral
116,neutral
3986,neutral
8241,neutral
9976,neutral
38104,neutral
399,neutral
37436,neutral
36678,neutral
6526,neutral
24957,neutral
16487,neutral
14061,neutral
32466,neutral
27101,neutral
30208,neutral
24497,neutral
8500,neutral
35127,neutral
2858,neutral
28048,neutral
30601,neutral
4657,neutral
8596,neutral
14283,neutral
34327,neutral
28075,neutral
27329,neutral
6204,neutral
18192,neutral
2374,neutral
34111,neutral
19536,neutral
13332,neutral
18523,neutral
14835,neutral
8445,neutral
20038,neutral
23937,neutral
6046,neutral
23187,neutral
25421,neutral
3988,neutral
22772,neutral
2828,neutral
31914,neutral
20392,neutral
9044,neutral
22053,neutral
791,neutral
